   2.9540000e+01  -8.1200000e+01
   3.0400000e+01  -8.1540000e+01
   2.8190000e+01  -8.2180000e+01
   2.9500000e+01  -8.1490000e+01
   2.8010000e+01  -8.1460000e+01
   2.8330000e+01  -8.1590000e+01
   2.7180000e+01  -8.1230000e+01
   2.8440000e+01  -8.0520000e+01
   2.6180000e+01  -8.1290000e+01
   2.7400000e+01  -8.2090000e+01
   2.7530000e+01  -8.0550000e+01
   2.7000000e+01  -8.0210000e+01
   2.4580000e+01  -8.0350000e+01
   3.0120000e+01  -8.2150000e+01
   2.6230000e+01  -8.0120000e+01
   3.0220000e+01  -8.7020000e+01
   3.0430000e+01  -8.6070000e+01
   3.0300000e+01  -8.5170000e+01
   3.0560000e+01  -8.5540000e+01
   3.0230000e+01  -8.3280000e+01
   3.0170000e+01  -8.3180000e+01
   2.9540000e+01  -8.2520000e+01
   3.0340000e+01  -8.1530000e+01
   3.0310000e+01  -8.3140000e+01
   3.0000000e+01  -8.4310000e+01
   2.9220000e+01  -8.1580000e+01
   2.9190000e+01  -8.1200000e+01
   2.9150000e+01  -8.2140000e+01
   2.8390000e+01  -8.2210000e+01
   2.8160000e+01  -8.0580000e+01
   2.8320000e+01  -8.1350000e+01
   2.8190000e+01  -8.1210000e+01
   2.7540000e+01  -8.2140000e+01
   2.7150000e+01  -8.2180000e+01
   2.7240000e+01  -8.1350000e+01
   2.7450000e+01  -8.1290000e+01
   2.7210000e+01  -8.0280000e+01
   2.6050000e+01  -8.0180000e+01
   2.5390000e+01  -8.0290000e+01
   2.5220000e+01  -8.0370000e+01
   2.5120000e+01  -8.0210000e+01
   2.6340000e+01  -8.1140000e+01
   2.9330000e+01  -8.3080000e+01
   2.8210000e+01  -8.2430000e+01
   2.6260000e+01  -8.1390000e+01
   2.5580000e+01  -8.1310000e+01
   3.0170000e+01  -8.4550000e+01
   2.8060000e+01  -8.2330000e+01
   2.7450000e+01  -8.1420000e+01
   2.6570000e+01  -8.1560000e+01
   2.7295000e+01  -8.1360200e+01
   2.7410000e+01  -8.0310000e+01
   2.5220000e+01  -8.0290000e+01
   2.5120000e+01  -8.0210000e+01
   2.4355500e+01  -8.1350300e+01
   3.0530000e+01  -8.5000000e+01
   2.8390000e+01  -8.2100000e+01
   2.6570000e+01  -8.1590000e+01
   2.6580000e+01  -8.0340000e+01
   2.9400000e+01  -8.5140000e+01
   3.1200000e+01  -8.1230000e+01
   3.0560000e+01  -8.3020000e+01
   3.0490000e+01  -8.4320000e+01
   3.1420000e+01  -8.3130000e+01
   3.1540000e+01  -8.4590000e+01
   3.1430000e+01  -8.4460000e+01
   3.2240000e+01  -8.3290000e+01
   3.2580000e+01  -8.4010000e+01
   3.3460000e+01  -8.2300000e+01
   3.1170000e+01  -8.4250000e+01
   3.3110000e+01  -8.4290000e+01
   3.4030000e+01  -8.4470000e+01
   3.2240000e+01  -8.3490000e+01
   3.1370000e+01  -8.3550000e+01
   3.3310000e+01  -8.2130000e+01
   3.2120000e+01  -8.4170000e+01
   3.3380000e+01  -8.4130000e+01
   3.3360000e+01  -8.3350000e+01
   3.3060000e+01  -8.3490000e+01
   3.2080000e+01  -8.3340000e+01
   3.2540000e+01  -8.2220000e+01
   3.2350000e+01  -8.1440000e+01
   3.0390000e+01  -8.3530000e+01
   3.2230000e+01  -8.1290000e+01
   3.1010000e+01  -8.2210000e+01
   3.1360000e+01  -8.1370000e+01
   4.0480000e+01  -9.1030000e+01
   4.0130000e+01  -9.1110000e+01
   3.9590000e+01  -9.0200000e+01
   3.9240000e+01  -8.9120000e+01
   3.9330000e+01  -8.9270000e+01
   3.9220000e+01  -8.8160000e+01
   3.8210000e+01  -8.9180000e+01
   3.8240000e+01  -8.8570000e+01
   4.2370000e+01  -9.4170000e+01
   3.9430000e+01  -9.6010000e+01
   3.6400000e+01  -8.7010000e+01
   3.7160000e+01  -8.6090000e+01
   2.9540000e+01  -9.0570000e+01
   3.0420000e+01  -9.0310000e+01
   3.0530000e+01  -9.0150000e+01
   3.0040000e+01  -9.1500000e+01
   3.0010000e+01  -9.3250000e+01
   3.0500000e+01  -9.3190000e+01
   3.1110000e+01  -9.1400000e+01
   3.1580000e+01  -9.1270000e+01
   3.2440000e+01  -9.1420000e+01
   2.9470000e+01  -9.1420000e+01
   2.9550000e+01  -9.2140000e+01
   3.0050000e+01  -9.2180000e+01
   3.2370000e+01  -9.1240000e+01
   2.9411900e+01  -9.0592700e+01
   2.9590300e+01  -9.1572500e+01
   2.9594500e+01  -9.2362200e+01
   3.1441500e+01  -9.1354900e+01
   3.2511800e+01  -9.1154500e+01
   2.9410000e+01  -8.9580000e+01
   2.9450000e+01  -9.0340000e+01
   2.9510000e+01  -9.1110000e+01
   3.0400000e+01  -9.2160000e+01
   3.1330000e+01  -9.3300000e+01
   3.2480000e+01  -9.2140000e+01
   3.1350000e+01  -9.3100000e+01
   2.9490500e+01  -9.0530500e+01
   3.0250000e+01  -9.1100000e+01
   4.5390000e+01  -8.7270000e+01
   3.4300000e+01  -9.0280000e+01
   3.2490000e+01  -9.0100000e+01
   3.1290000e+01  -9.0360000e+01
   3.4590000e+01  -8.9480000e+01
   3.0420000e+01  -8.9480000e+01
   3.3090000e+01  -8.8380000e+01
   4.1200000e+01  -1.0258000e+02
   4.1140000e+01  -1.0343000e+02
   3.4070000e+01  -1.0414000e+02
   3.3430000e+01  -1.0656000e+02
   3.2500000e+01  -1.0308000e+02
   3.1500000e+01  -1.0734000e+02
   3.4090000e+01  -7.7560000e+01
   3.4300000e+01  -9.6110000e+01
   3.6180000e+01  -9.5410000e+01
   3.3180000e+01  -8.0280000e+01
   3.3380000e+01  -8.1310000e+01
   3.2510000e+01  -8.0400000e+01
   3.4124600e+01  -8.1493300e+01
   3.6180000e+01  -8.9220000e+01
   3.5030000e+01  -8.9230000e+01
   3.5550000e+01  -8.8530000e+01
   3.6200000e+01  -8.6190000e+01
   3.5500000e+01  -8.6500000e+01
   3.5440000e+01  -8.6110000e+01
   3.5220000e+01  -8.6120000e+01
   2.6120000e+01  -9.7200000e+01
   2.7320000e+01  -9.7560000e+01
   2.7580000e+01  -9.9160000e+01
   2.8320000e+01  -9.6300000e+01
   2.8170000e+01  -9.8190000e+01
   2.8390000e+01  -9.8240000e+01
   2.9440000e+01  -9.4240000e+01
   2.9070000e+01  -9.5130000e+01
   2.9470000e+01  -9.7020000e+01
   3.2340000e+01  -9.6080000e+01
   3.2590000e+01  -9.8210000e+01
   3.3220000e+01  -9.8550000e+01
   2.9540000e+01  -1.0123000e+02
   3.3110000e+01  -1.0134000e+02
   3.2400000e+01  -1.0158000e+02
   3.5440000e+01  -1.0215000e+02
   3.6230000e+01  -1.0254000e+02
   3.1070000e+01  -1.0220000e+02
   3.0400000e+01  -9.7550000e+01
   2.6060000e+01  -9.7580000e+01
   2.7210000e+01  -9.7410000e+01
   2.8450000e+01  -9.5460000e+01
   2.9550000e+01  -9.4070000e+01
   2.9450000e+01  -9.6040000e+01
   2.9050000e+01  -9.8390000e+01
   2.9480000e+01  -9.9470000e+01
   3.0120000e+01  -9.6400000e+01
   3.1130000e+01  -1.0520000e+02
   3.2340000e+01  -1.0155000e+02
   3.3530000e+01  -9.8580000e+01
   3.7070000e+01  -7.5580000e+01
